evaluation,official_delay_weeks,model,horizon,country,region,n,WIS,MAE,RMSE,Pearson,Spearman,coverage_50,coverage_80,coverage_95,width_50,width_80,width_95
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs5,67.0,0.3487487170571075,0.5109997643300103,0.8389197668629876,0.8799628403291476,0.9547848990342406,0.3880597014925373,0.5223880597014925,0.6865671641791045,0.34341995848002305,0.6061126640654481,1.1395706041924545
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs6,67.0,0.17086438195095527,0.2984119842011483,0.4756318965855945,0.8665931997844378,0.9322372096735574,0.5671641791044776,0.7910447761194029,0.9104477611940298,0.4573851286428316,0.7760529434206861,1.2812467799324534
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs7,67.0,0.2555389461987395,0.37710035838697736,0.6582000376458691,0.8601430937481055,0.9432516561577143,0.4626865671641791,0.582089552238806,0.835820895522388,0.29313145385962736,0.5348929250144407,1.01954689440769
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs8,67.0,0.17628670009266054,0.28280625310452184,0.5072012449392824,0.889930729626532,0.9610503631574748,0.5522388059701493,0.7164179104477612,0.9104477611940298,0.35047514671038227,0.6279881592776448,1.0105674898668902
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,2,USA,hhs9,67.0,0.1498050177465094,0.27059640487468084,0.4207837053576079,0.9456175842361426,0.9756963843882195,0.417910447761194,0.6865671641791045,0.9402985074626866,0.3347378243610014,0.6282911140309058,1.2164576215697316
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,3,CHN,northern_provinces,62.0,0.3774202383664692,0.6170879260503881,0.9986760290208363,0.6930451828155078,0.7656865730315635,0.46774193548387094,0.7258064516129032,0.8709677419354839,0.823791956300781,1.6338920240560844,2.5947878788883774
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,3,CHN,southern_provinces,62.0,0.34273696605509546,0.5789732375574218,0.8846852964938222,0.7052733183026481,0.7625491043654222,0.7258064516129032,0.8548387096774194,0.9193548387096774,1.25237747090696,1.9563964906955273,2.9674257627051848
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,3,USA,hhs1,67.0,0.5395666399702682,0.7295048213813371,1.2967956273368821,0.7611003416189098,0.934831191635406,0.34328358208955223,0.5074626865671642,0.7313432835820896,0.3886888555794594,0.8170482940767534,1.3622169070960535
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,3,USA,hhs10,67.0,0.3407127662674424,0.5520563820863768,0.8746707347071597,0.8315654439799021,0.9398595258999124,0.3582089552238806,0.5671641791044776,1.0,0.37941590846667395,0.7898746689941847,4.430526894044443
temporal_external_2025_2026,0,bioepi_sgq_lstm_full_raw,3,USA,hhs2,67.0,0.3379173201949114,0.4913364599771776,0.9160194345974698,0.7983004264101344,0.9361082289089315,0.5074626865671642,0.7164179104477612,0.835820895522388,0.5102773783402029,0.8391968371980086,1.3831101346899992
